provincia,ciudad,sector,tipo_propiedad,habitaciones,banos,parqueos,m2_construccion,precio_usd
Samaná,Las Terrenas,Cosón,Casa,6,2,4,441,609903.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,1,3,2,227,316211.00
La Romana,La Romana,Casa de Campo,Casa,5,3,4,561,1742466.00
La Romana,La Romana,Central Romana,Casa,4,4,3,568,512904.00
Samaná,Las Terrenas,Playa Bonita,Casa,3,6,2,741,1247103.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,3,3,2,87,135894.00
Santiago,Santiago de los Caballeros,Gurabo,Casa,4,5,2,306,369954.00
La Romana,La Romana,Central Romana,Villa,6,2,4,537,1226508.00
Samaná,Las Terrenas,Cosón,Apartamento,1,1,1,131,248507.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Villa,6,5,4,310,427800.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,2,2,2,195,321165.00
Distrito Nacional,Santo Domingo,La Julia,Apartamento,2,4,2,96,191808.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,3,4,1,128,163584.00
Santiago,Santiago de los Caballeros,La Barranquita,Apartamento,1,1,1,236,375476.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,1,3,2,256,286976.00
Puerto Plata,Puerto Plata,Playa Dorada,Penthouse,3,4,3,483,1393938.00
La Romana,La Romana,Central Romana,Casa,3,6,2,187,321640.00
La Romana,La Romana,Central Romana,Apartamento,1,4,1,222,346320.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,2,3,1,158,334012.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,1,3,1,188,252108.00
Santiago,Santiago de los Caballeros,Los Colegios,Apartamento,3,2,1,238,453628.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Penthouse,5,5,2,457,1263605.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,4,3,2,140,184660.00
Distrito Nacional,Santo Domingo,La Julia,Villa,4,5,3,189,199773.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,4,5,2,679,586656.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,6,4,3,553,955031.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,6,5,2,323,508402.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,2,1,1,122,144204.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,3,1,1,220,331540.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Townhouse,1,4,2,190,401660.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Apartamento,4,4,1,78,102960.00
Distrito Nacional,Santo Domingo,Bella Vista,Casa,3,3,2,530,916370.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,6,4,3,677,689863.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,2,2,2,246,328410.00
Santiago,Santiago de los Caballeros,La Trinitaria,Apartamento,4,2,2,230,467360.00
La Romana,La Romana,Central Romana,Casa,4,3,2,315,526365.00
Distrito Nacional,Santo Domingo,Gazcue,Townhouse,2,4,1,207,312156.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Casa,6,6,3,416,542464.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,4,1,2,78,128778.00
La Altagracia,Punta Cana,Punta Cana Village,Penthouse,5,4,2,383,611651.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,5,3,3,663,943449.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,3,4,2,135,232605.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,2,3,2,239,439760.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,3,1,199,375314.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Casa,3,2,4,375,466875.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,5,4,4,665,839895.00
La Romana,La Romana,Central Romana,Casa,4,3,3,743,1015681.00
La Romana,La Romana,Buena Vista,Villa,6,2,3,249,457662.00
Puerto Plata,Puerto Plata,Playa Dorada,Penthouse,5,3,2,526,1084086.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,3,3,4,587,1093581.00
La Romana,La Romana,Central Romana,Townhouse,2,4,2,193,366507.00
Puerto Plata,Puerto Plata,Playa Dorada,Casa,4,2,2,403,830986.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,3,3,1,125,206125.00
La Romana,La Romana,Casa de Campo,Casa,3,6,2,478,688798.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Penthouse,4,3,4,347,669710.00
La Romana,La Romana,Casa de Campo,Casa,5,6,3,512,809472.00
La Romana,La Romana,Buena Vista,Apartamento,4,3,2,64,71744.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,3,2,2,54,110214.00
Puerto Plata,Puerto Plata,Costámbar,Villa,4,5,2,512,716800.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Casa,4,5,3,331,606061.00
Santo Domingo,Santo Domingo Este,San Isidro,Casa,4,3,2,682,831358.00
Santiago,Santiago de los Caballeros,Gurabo,Apartamento,2,4,1,67,93331.00
Santo Domingo,Santo Domingo Este,San Isidro,Casa,6,2,4,719,813189.00
Distrito Nacional,Santo Domingo,Mirador Sur,Casa,6,2,2,193,418617.00
Distrito Nacional,Santo Domingo,Bella Vista,Casa,3,4,2,193,167717.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,3,1,1,85,177055.00
Samaná,Las Terrenas,Cosón,Villa,5,4,3,338,455962.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,1,1,1,76,129732.00
Santo Domingo,Santo Domingo Este,Las Américas,Villa,6,3,2,409,367691.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,3,3,1,225,424575.00
Santo Domingo,Santo Domingo Este,San Isidro,Casa,3,3,2,468,739908.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,3,1,1,204,287436.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,2,4,1,220,377740.00
Samaná,Las Terrenas,Cosón,Apartamento,1,,2,219,406245.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Casa,4,3,3,331,545819.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,4,1,1,197,389075.00
Santiago,Santiago de los Caballeros,Cerro Alto,Casa,4,3,3,541,813123.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,4,3,1,255,408765.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,4,2,2,71,139373.00
La Romana,La Romana,Central Romana,Apartamento,2,1,1,142,156910.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,4,2,1,65,117975.00
La Altagracia,Punta Cana,Cap Cana,Casa,4,6,3,428,849580.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,1,2,2,237,273261.00
Puerto Plata,Puerto Plata,Costámbar,Casa,3,6,2,668,1380088.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,4,2,2,258,225750.00
Samaná,Las Terrenas,Cosón,Casa,4,5,4,323,623390.00
Santiago,Santiago de los Caballeros,Villa Olga,Apartamento,3,4,1,123,163221.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Villa,3,6,2,695,818710.00
Distrito Nacional,Santo Domingo,Renacimiento,Villa,6,6,4,444,897324.00
La Romana,La Romana,Buena Vista,Apartamento,4,2,2,73,136729.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,1,2,2,97,122026.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,4,4,1,63,117180.00
Puerto Plata,Puerto Plata,Cabarete,Casa,3,2,3,523,474361.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,3,2,2,191,283253.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,1,2,2,71,84561.00
Samaná,Las Terrenas,Cosón,Casa,5,2,3,188,297040.00
Santiago,Santiago de los Caballeros,La Barranquita,Apartamento,3,4,2,83,107817.00
La Altagracia,Punta Cana,El Cortecito,Villa,3,6,2,204,418608.00
Puerto Plata,Puerto Plata,Torre Alta,Apartamento,1,3,1,88,180224.00
Santo Domingo,Santo Domingo Este,Lucerna,Casa,4,3,4,324,381996.00
La Romana,La Romana,Central Romana,Townhouse,3,4,1,136,230520.00
La Altagracia,Punta Cana,Cocotal,Villa,6,2,4,576,771264.00
Santo Domingo,Santo Domingo Oeste,Herrera,Townhouse,4,1,1,86,149038.00
La Romana,La Romana,Casa de Campo,Apartamento,4,3,1,125,277000.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,3,1,1,95,194085.00
Santiago,Santiago de los Caballeros,Villa Olga,Townhouse,4,2,1,195,409305.00
Distrito Nacional,Santo Domingo,La Julia,Villa,6,5,4,312,546624.00
La Altagracia,Punta Cana,Cocotal,Villa,5,4,,603,1137258.00
Santiago,Santiago de los Caballeros,Gurabo,Apartamento,1,2,1,89,117035.00
Santiago,Santiago de los Caballeros,La Barranquita,Casa,6,2,2,577,1036292.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,4,1,1,96,126816.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,5,2,3,530,1106110.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,4,1,2,166,195548.00
La Romana,La Romana,Casa de Campo,Penthouse,3,5,2,383,1580641.00
Distrito Nacional,Santo Domingo,Mirador Sur,Apartamento,1,3,2,171,262827.00
Distrito Nacional,Santo Domingo,Evaristo Morales,Villa,6,4,3,360,367560.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,3,4,4,642,1097178.00
La Romana,La Romana,Casa de Campo,Apartamento,3,2,1,73,223672.00
La Altagracia,Punta Cana,Punta Cana Village,Casa,5,5,3,666,1296036.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,4,1,1,69,96324.00
La Altagracia,Punta Cana,White Sands,Townhouse,3,1,1,167,234134.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,6,4,4,183,324276.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,1,1,1,240,356160.00
Puerto Plata,Puerto Plata,Playa Dorada,Apartamento,4,2,2,103,153573.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,3,1,2,128,272384.00
Santo Domingo,Santo Domingo Este,Lucerna,Apartamento,4,4,2,140,254940.00
La Romana,La Romana,Buena Vista,Apartamento,3,1,1,167,330159.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,2,4,2,122,377224.00
Santiago,Santiago de los Caballeros,El Dorado II,Townhouse,1,1,1,207,401994.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,1,4,1,220,372460.00
Puerto Plata,Puerto Plata,Cabarete,Casa,6,6,3,297,371250.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,4,4,2,51,95217.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,5,4,3,427,366366.00
Puerto Plata,Puerto Plata,Sosúa,Casa,4,4,4,505,775680.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,6,3,4,582,555810.00
Samaná,Las Terrenas,Cosón,Casa,6,3,3,505,964045.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Casa,4,6,2,581,1239854.00
Santiago,Santiago de los Caballeros,Cerro Alto,Penthouse,3,3,2,233,558035.00
Distrito Nacional,Santo Domingo,Mirador Sur,Casa,3,6,3,205,228985.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,3,2,1,217,337218.00
Santiago,Santiago de los Caballeros,La Trinitaria,Apartamento,2,4,2,218,407006.00
Santiago,Santiago de los Caballeros,El Dorado II,Penthouse,5,3,4,516,882876.00
Santo Domingo,Santo Domingo Este,San Isidro,Penthouse,3,3,2,364,741104.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,5,3,3,283,524965.00
Distrito Nacional,Santo Domingo,Renacimiento,Casa,3,3,4,609,985362.00
La Altagracia,Punta Cana,White Sands,Penthouse,3,3,3,225,419625.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,1,1,2,138,288558.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,2,3,1,99,114840.00
La Romana,La Romana,Casa de Campo,Apartamento,2,2,2,79,189047.00
Distrito Nacional,Santo Domingo,La Julia,Casa,3,3,3,460,844560.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,3,4,2,161,345989.00
Puerto Plata,Puerto Plata,Cabarete,Casa,4,4,3,285,582825.00
Samaná,Las Terrenas,Cosón,Casa,4,5,3,636,1092012.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,5,6,2,572,988988.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,1,4,1,58,124526.00
Santiago,Santiago de los Caballeros,La Barranquita,Casa,5,5,2,297,361746.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,3,2,1,105,195405.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,1,1,2,226,393014.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,3,2,1,148,385392.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,1,3,1,196,384748.00
Puerto Plata,Puerto Plata,Costámbar,Villa,4,3,2,685,1281635.00
Distrito Nacional,Santo Domingo,Gazcue,Apartamento,1,4,1,203,359107.00
Samaná,Las Terrenas,Cosón,Casa,3,4,2,184,330280.00
Santiago,Santiago de los Caballeros,Cerro Alto,Villa,6,2,4,720,669600.00
La Altagracia,Punta Cana,White Sands,Casa,6,2,3,488,689056.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,3,4,1,150,256650.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Villa,3,4,4,285,259065.00
Santo Domingo,Santo Domingo Oeste,Herrera,Villa,4,2,3,626,821938.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,5,6,2,233,321773.00
Distrito Nacional,Santo Domingo,Naco,Casa,5,2,3,517,1808983.00
Samaná,Las Terrenas,Cosón,Casa,4,3,4,651,712845.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Villa,6,5,4,305,584990.00
La Romana,La Romana,Casa de Campo,Apartamento,4,3,2,247,799292.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,5,2,3,428,941600.00
Santo Domingo,Santo Domingo Oeste,Herrera,Casa,6,2,2,193,429039.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Villa,4,5,2,528,674256.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,3,3,2,217,307055.00
La Romana,La Romana,Casa de Campo,Penthouse,3,4,3,451,1936143.00
La Romana,La Romana,Casa de Campo,Apartamento,2,1,2,158,351550.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,3,2,2,196,351428.00
Santo Domingo,Santo Domingo Norte,Colinas del Arroyo,Casa,6,4,3,301,595077.00
Santo Domingo,Santo Domingo Este,Coral Mall,Apartamento,2,4,2,180,320940.00
Distrito Nacional,Santo Domingo,El Millón,Casa,3,2,4,571,979265.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,4,6,3,722,1511868.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Apartamento,1,2,1,106,141510.00
Distrito Nacional,Santo Domingo,Piantini,Apartamento,2,1,1,120,290640.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,4,4,1,106,174794.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,4,4,4,474,1087830.00
Samaná,Las Terrenas,Cosón,Apartamento,1,2,2,239,412275.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,1,2,1,135,274320.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Apartamento,4,3,1,95,155800.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,1,3,2,199,219298.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,1,1,2,108,230040.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,1,3,2,165,347160.00
La Altagracia,Punta Cana,Cocotal,Casa,6,4,3,649,569173.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,4,1,2,225,256950.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Villa,4,4,3,211,284850.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,4,3,1,240,307680.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,3,4,1,117,212238.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,3,3,1,60,108180.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,4,3,2,78,87126.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,4,6,3,346,508966.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,5,2,3,221,286195.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,5,2,3,540,1189080.00
Distrito Nacional,Santo Domingo,Piantini,Casa,5,4,4,338,537420.00
Santiago,Santiago de los Caballeros,Cerro Alto,Townhouse,2,4,1,124,191952.00
Distrito Nacional,Santo Domingo,El Millón,Penthouse,3,5,4,417,986205.00
Puerto Plata,Puerto Plata,Sosúa,Villa,5,6,3,357,715428.00
Puerto Plata,Puerto Plata,Costámbar,Villa,4,3,3,318,541236.00
La Romana,La Romana,Casa de Campo,Apartamento,1,3,2,189,432054.00
Puerto Plata,Puerto Plata,Torre Alta,Casa,6,4,4,546,987714.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,4,4,1,193,222722.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,3,2,2,82,139400.00
Distrito Nacional,Santo Domingo,Renacimiento,Casa,3,5,4,651,625611.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Casa,3,4,4,279,403155.00
Samaná,Las Terrenas,Cosón,Apartamento,1,1,1,229,347851.00
La Romana,La Romana,Casa de Campo,Apartamento,4,2,1,222,487068.00
Santiago,Santiago de los Caballeros,Los Colegios,Apartamento,1,4,1,79,97723.00
Distrito Nacional,Santo Domingo,Bella Vista,Apartamento,1,1,1,102,133824.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Villa,6,5,2,304,445056.00
Puerto Plata,Puerto Plata,Torre Alta,Townhouse,2,3,2,218,294736.00
Puerto Plata,Puerto Plata,Cabarete,Apartamento,2,2,1,93,199671.00
La Romana,La Romana,Casa de Campo,Apartamento,3,3,1,200,653600.00
La Altagracia,Punta Cana,White Sands,Casa,6,2,3,606,1042320.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,3,6,3,191,389258.00
Santiago,Santiago de los Caballeros,Gurabo,Apartamento,4,1,2,85,174930.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Casa,4,4,4,695,890295.00
La Altagracia,Punta Cana,White Sands,Apartamento,1,2,1,140,251160.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Villa,4,4,4,490,811440.00
Santo Domingo,Santo Domingo Este,Autopista San Isidro,Apartamento,4,4,1,197,421186.00
La Romana,La Romana,Buena Vista,Casa,5,6,4,536,1097192.00
Samaná,Las Terrenas,Cosón,Casa,3,3,2,278,614936.00
Santo Domingo,Santo Domingo Este,San Isidro,Penthouse,4,4,2,341,584815.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,4,1,1,206,332072.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Villa,3,5,3,210,253260.00
La Altagracia,Punta Cana,Bávaro,Apartamento,4,2,1,100,161700.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,2,2,1,161,240373.00
Santo Domingo,Santo Domingo Este,Las Américas,Casa,3,3,2,323,277780.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,1,3,1,224,473984.00
Santo Domingo,Santo Domingo Oeste,Prolongación 27,Apartamento,4,3,2,208,287456.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,4,1,1,82,140220.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Apartamento,1,3,1,107,181151.00
Santiago,Santiago de los Caballeros,La Barranquita,Apartamento,1,2,2,69,109986.00
La Romana,La Romana,Central Romana,Apartamento,4,1,1,199,410736.00
Santiago,Santiago de los Caballeros,Gurabo,Casa,6,4,2,522,506862.00
Santo Domingo,Santo Domingo Norte,Avenida Jacobo Majluta,Apartamento,3,1,1,176,219824.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,1,3,1,156,197340.00
La Romana,La Romana,Buena Vista,Penthouse,4,5,2,273,429156.00
San Pedro de Macorís,Juan Dolio,Playa Juan Dolio,Casa,5,5,3,490,644840.00
Distrito Nacional,Santo Domingo,Piantini,Casa,4,6,4,568,1977208.00
Distrito Nacional,Santo Domingo,Sarasota,Apartamento,4,4,1,160,315840.00
La Romana,La Romana,Casa de Campo,Casa,3,6,3,540,1042740.00
La Altagracia,Punta Cana,El Cortecito,Penthouse,3,3,2,521,791920.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,1,1,1,258,313728.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Casa,4,4,2,501,784566.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Villa,5,3,4,587,1074210.00
Santo Domingo,Santo Domingo Este,Lucerna,Casa,5,6,2,686,1573684.00
La Altagracia,Punta Cana,Cap Cana,Apartamento,3,3,2,217,538160.00
La Romana,La Romana,Buena Vista,Apartamento,1,1,2,155,324725.00
Santiago,Santiago de los Caballeros,El Dorado II,Casa,4,6,2,492,975144.00
Santo Domingo,Santo Domingo Oeste,Herrera,Apartamento,2,1,1,228,456228.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,3,4,3,573,839445.00
Santo Domingo,Santo Domingo Este,Alma Rosa,Casa,6,5,2,571,934727.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Casa,6,3,4,621,1204740.00
Distrito Nacional,Santo Domingo,Gazcue,Casa,5,2,4,524,726788.00
Samaná,Las Terrenas,Playa Bonita,Apartamento,3,4,2,250,304000.00
Santo Domingo,Santo Domingo Este,Las Américas,Apartamento,3,4,2,196,319872.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,2,2,1,121,200981.00
Santo Domingo,Santo Domingo Este,Ensanche Ozama,Apartamento,3,3,2,59,97999.00
La Altagracia,Punta Cana,Punta Cana Village,Apartamento,1,1,2,195,342615.00
Santiago,Santiago de los Caballeros,Cerro Alto,Apartamento,1,4,1,169,198575.00
La Altagracia,Punta Cana,El Cortecito,Apartamento,2,4,1,198,249876.00
Santiago,Santiago de los Caballeros,Villa María,Townhouse,4,2,2,246,409590.00
Santiago,Santiago de los Caballeros,Villa Olga,Casa,4,3,4,230,304980.00
Santo Domingo,Santo Domingo Este,Lucerna,Casa,6,6,3,222,440226.00
Santo Domingo,Santo Domingo Oeste,Herrera,Townhouse,3,3,1,223,406529.00
La Romana,La Romana,Central Romana,Casa,4,4,2,259,488992.00
San Pedro de Macorís,Juan Dolio,Metro Country Club,Apartamento,2,2,2,196,364560.00
Puerto Plata,Puerto Plata,Sosúa,Apartamento,3,2,1,133,244321.00
La Altagracia,Punta Cana,El Cortecito,Villa,5,5,3,211,248558.00
La Altagracia,Punta Cana,Bávaro,Casa,4,6,2,288,603936.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Apartamento,3,2,2,199,232034.00
Santo Domingo,Santo Domingo Norte,Sabana Perdida,Apartamento,1,1,1,194,413414.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Apartamento,4,1,1,205,423735.00
La Romana,La Romana,Central Romana,Apartamento,3,2,2,112,198576.00
Santo Domingo,Santo Domingo Oeste,Villa Aura,Casa,5,2,4,426,750186.00
Puerto Plata,Puerto Plata,Costámbar,Casa,3,4,4,675,1410075.00
Santo Domingo,Santo Domingo Oeste,Manoguayabo,Apartamento,2,2,1,248,479632.00
Samaná,Las Terrenas,Pueblo de los Pescadores,Casa,5,4,3,501,546591.00
Santo Domingo,Santo Domingo Este,San Isidro,Apartamento,2,4,1,96,194784.00
Distrito Nacional,Santo Domingo,Bella Vista,Casa,5,6,4,661,698016.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Villa,3,3,2,315,599760.00
La Romana,La Romana,Buena Vista,Penthouse,4,3,3,505,1006970.00
Santiago,Santiago de los Caballeros,El Dorado II,Apartamento,3,1,1,68,124168.00
San Pedro de Macorís,Juan Dolio,Guavaberry,Apartamento,4,3,2,229,314875.00
Santo Domingo,Santo Domingo Norte,Villa Mella,Casa,3,6,4,558,1244340.00
